lemma,pos,neg,score
majemuk,0.0,0.0,0.0
majikan,0.0,0.0,0.0
majir,0.0,0.875,-0.875
majlis,0.0,0.0,0.0
major,0.0,0.0,0.0
major boothroyd,0.0,0.0,0.0
maju,0.75,0.0,0.75
majusi,0.25,0.0,0.25
mak,0.875,0.0,0.875
maka,0.0,0.0,0.0
makadam,0.0,0.125,-0.125
makalah,0.0,0.0,0.0
makam,0.0,0.125,-0.125
makan,0.625,0.0,0.625
makan angin,0.0,0.125,-0.125
makan besar,0.25,0.0,0.25
makan malam,0.0,0.0,0.0
makan pagi,0.0,0.0,0.0
makan siang,0.0,0.0,0.0
makanan,0.125,0.0,0.125
makanan babi,0.0,0.0,0.0
makanan beku,0.0,0.0,0.0
makanan cepat saji,0.0,0.0,0.0
makanan kaleng,0.0,0.0,0.0
makanan laut,0.0,0.0,0.0
makanan ringan,0.0,0.0,0.0
makanan siap saji,0.0,0.0,0.0
makar,0.0,0.375,-0.375
makarel jack,0.0,0.0,0.0
makaroni,0.0,0.0,0.0
makas,0.0,0.0,0.0
makataimeshekiakiak,0.0,0.0,0.0
makbul,0.25,0.125,0.125
makcik,0.0,0.0,0.0
makedonia,0.0,0.0,0.0
makedonia - bekas republik yugoslavia,0.0,0.0,0.0
makedonija,0.0,0.0,0.0
makelar,0.0,0.0,0.0
makhluk,0.0,0.375,-0.375
makhluk halus,0.0,0.0,0.0
makian,0.0,0.375,-0.375
makin,0.0,0.0,0.0
maklum,0.375,0.0,0.375
maklumat,0.125,0.0,0.125
makmal,0.0,0.0,0.0
makmur,0.75,0.0,0.75
makna,0.5,0.25,0.25
makrifat,0.0,0.0,0.0
makro,0.0,0.0,0.0
makroekonomi,0.0,0.0,0.0
makromolekul,0.0,0.0,0.0
maksiat,0.625,0.375,0.25
maksim gorky,0.0,0.0,0.0
maksimal,0.5,0.25,0.25
maksimum,0.5,0.25,0.25
maksud,0.0,0.0,0.0
maktab,0.125,0.0,0.125
makul,0.625,0.0,0.625
makula,0.0,0.5,-0.5
mal,0.0,0.0,0.0
malabo,0.0,0.0,0.0
malabsorpsi,0.0,0.0,0.0
malachi,0.0,0.0,0.0
malachias,0.0,0.0,0.0
malacostraca,0.0,0.0,0.0
maladewa,0.0,0.0,0.0
malaga,0.0,0.0,0.0
malagasy republic,0.0,0.0,0.0
malah,0.0,0.375,-0.375
malaikat,0.125,0.0,0.125
malaikat jibril,0.125,0.0,0.125
malaikat mikael,0.0,0.0,0.0
malaikat mikail,0.0,0.0,0.0
malaikat pelindung,0.25,0.0,0.25
malaise,0.0,0.75,-0.75
malakit,0.0,0.0,0.0
malakologi,0.0,0.0,0.0
malam,0.0,0.375,-0.375
malam minggu,0.0,0.0,0.0
malam natal,0.0,0.0,0.0
malamud,0.0,0.0,0.0
malang,0.0,0.875,-0.875
malap,0.0,0.875,-0.875
malapetaka,0.0,0.875,-0.875
malar,0.75,0.125,0.625
malaria,0.125,0.5,-0.375
malas,0.0,0.0,0.0
malasia,0.0,0.125,-0.125
malawi,0.0,0.0,0.0
malaya,0.0,0.0,0.0
malaysia timur,0.0,0.0,0.0
malcolm little,0.0,0.0,0.0
malcolm lowry,0.0,0.0,0.0
malcolm x,0.0,0.0,0.0
maldives,0.0,0.0,0.0
maldivian,0.0,0.0,0.0
male,0.0,0.0,0.0
malebranche,0.0,0.0,0.0
maleo,0.0,0.25,-0.25
malevich,0.0,0.0,0.0
mali,0.0,0.0,0.0
malih,0.125,0.375,-0.25
malim,0.0,0.0,0.0
maling,0.0,0.0,0.0
malinowski,0.0,0.0,0.0
mallarme,0.375,0.0,0.375
mallon,0.0,0.0,0.0
mallorca,0.0,0.0,0.0
malmo,0.0,0.0,0.0
malnutrisi,0.0,0.75,-0.75
maloklusi,0.0,0.0,0.0
malone,0.0,0.0,0.0
malory,0.0,0.0,0.0
malpighi,0.0,0.0,0.0
malpighiaceae,0.0,0.0,0.0
malraux,0.0,0.0,0.0
malt,0.0,0.0,0.0
malta,0.0,0.0,0.0
malthus,0.0,0.0,0.0
malto,0.0,0.0,0.0
maltosa,0.0,0.0,0.0
malu,0.0,0.75,-0.75
malu-malu,0.5,0.0,0.5
malu-malu kucing,0.25,0.0,0.25
maluku besar,0.0,0.0,0.0
malvaceae,0.0,0.0,0.0
malvales,0.0,0.0,0.0
malvina hoffman,0.0,0.0,0.0
mama,0.875,0.0,0.875
mamahan,0.0,0.0,0.0
mamai,0.0,0.25,-0.25
mamalia,0.0,0.0,0.0
mamang,0.0,0.75,-0.75
mambang,0.0,0.125,-0.125
mambo,0.0,0.0,0.0
mamet,0.0,0.0,0.0
mami,0.0,0.0,0.0
mamografi,0.0,0.0,0.0
mampat,0.0,0.0,0.0
mampir,0.25,0.0,0.25
mampu,0.125,0.0,0.125
mampung,0.125,0.0,0.125
mampus,0.0,0.75,-0.75
mamut,0.0,0.0,0.0
mana,0.0,0.0,0.0
mana-mana,0.0,0.0,0.0
managua,0.0,0.0,0.0
manama,0.0,0.0,0.0
manannan,0.0,0.0,0.0
manassa mauler,0.0,0.0,0.0
manawydan,0.0,0.0,0.0
mancanegara,0.0,0.0,0.0
manchester,0.0,0.0,0.0
"manchester, new hampshire",0.0,0.0,0.0
manchuria,0.0,0.0,0.0
mancis,0.0,0.0,0.0
mancung,0.0,0.0,0.0
mancuria,0.0,0.0,0.0
mandala,0.0,0.0,0.0
mandalay,0.0,0.0,0.0
mandarin,0.0,0.0,0.0
mandat,0.0,0.0,0.0
mandek,0.0,0.125,-0.125
mandela,0.0,0.0,0.0
mandelbrot,0.0,0.0,0.0
mandelshtam,0.0,0.0,0.0
mandelstam,0.0,0.0,0.0
mandi,0.0,0.0,0.0
mandi sauna,0.0,0.0,0.0
mandibula,0.0,0.0,0.0
mandiri,0.0,0.625,-0.625
mandolin,0.0,0.0,0.0
mandul,0.0,0.875,-0.875
mandur,0.0,0.0,0.0
manes,0.0,0.0,0.0
manet,0.0,0.0,0.0
manfaat,0.875,0.0,0.875
manfred eigen,0.0,0.0,0.0
mangan,0.0,0.0,0.0
mangap,0.0,0.0,0.0
mangga,0.0,0.0,0.0
manggis,0.0,0.0,0.0
mangifera,0.0,0.0,0.0
mangkak,0.375,0.25,0.125
mangkar,0.0,0.625,-0.625
mangkas,0.0,0.0,0.0
mangkat,0.0,0.75,-0.75
mangkin,0.0,0.0,0.0
mangkubumi,0.0,0.625,-0.625
mangkuk,0.0,0.125,-0.125
mangsa,0.0,0.75,-0.75
mangsi,0.0,0.0,0.0
manhattan,0.0,0.0,0.0
mani,0.0,0.0,0.0
mania,0.0,0.625,-0.625
manichaeanism,0.0,0.0,0.0
manichaeanisme,0.0,0.0,0.0
manicheanisme,0.0,0.0,0.0
manicheisme,0.0,0.0,0.0
manifes,0.0,0.0,0.0
manifestasi,0.0,0.0,0.0
manifesto,0.0,0.0,0.0
manihot,0.0,0.0,0.0
maniisme,0.0,0.0,0.0
manik,0.0,0.0,0.0
manik-manik,0.125,0.0,0.125
manikam,0.0,0.0,0.0
manikheisme,0.0,0.0,0.0
manila,0.0,0.0,0.0
manipulasi,0.0,0.5,-0.5
manipur,0.0,0.0,0.0
manis,1.0,0.0,1.0
manis-manisan,0.0,0.0,0.0
manisan,0.0,0.0,0.0
manisan lebah,0.0,0.0,0.0
manitoba,0.0,0.0,0.0
manja,0.25,0.0,0.25
manjur,0.5,0.0,0.5
mankato,0.0,0.0,0.0
"mankato, minnesota",0.0,0.0,0.0
mann,0.0,0.0,0.0
mannheim,0.0,0.0,0.0
mansa gao,0.0,0.0,0.0
mansart,0.0,0.0,0.0
manset,0.0,0.0,0.0
mansfield,0.0,0.0,0.0
manson,0.0,0.0,0.0
mantap,0.0,0.75,-0.75
mantegna,0.0,0.0,0.0
mantel,0.0,0.25,-0.25
mantell,0.0,0.0,0.0
mantera,0.0,0.0,0.0
mantik,0.125,0.0,0.125
mantiki,0.625,0.0,0.625
mantineia,0.0,0.0,0.0
mantle,0.0,0.0,0.0
mantophasmatodea,0.0,0.0,0.0
mantra,0.0,0.0,0.0
manual,0.125,0.375,-0.25
manufaktur,0.0,0.0,0.0
manunggal,0.0,0.0,0.0
manusia,0.0,0.375,-0.375
manusia jawa,0.0,0.0,0.0
manusia neandertal,0.0,0.0,0.0
manusia neanderthal,0.0,0.0,0.0
manusia peking,0.0,0.0,0.0
manusia piltdown,0.0,0.0,0.0
manusiawi,0.125,0.375,-0.25
manuskrip,0.0,0.0,0.0
manuver,0.0,0.0,0.0
manyung,0.0,0.25,-0.25
manzoni,0.0,0.0,0.0
mao,0.0,0.0,0.0
mao tsetung,0.0,0.0,0.0
mao zedong,0.0,0.0,0.0
maoisme,0.0,0.0,0.0
map,0.0,0.0,0.0
mapan,0.0,0.0,0.0
maputo,0.0,0.0,0.0
mar,0.0,0.0,0.0
mara,0.25,0.0,0.25
maracaibo,0.0,0.0,0.0
maracay,0.0,0.0,0.0
maraco,0.0,0.0,0.0
marah,0.0,1.0,-1.0
marak,0.375,0.375,0.0
marantaceae,0.0,0.0,0.0
marat,0.0,0.0,0.0
maratha,0.0,0.0,0.0
maraton,0.0,0.0,0.0
marattiaceae,0.0,0.0,0.0
marc blitzstein,0.0,0.0,0.0
marc chagall,0.0,0.0,0.0
marceau,0.0,0.125,-0.125
marcel duchamp,0.0,0.0,0.0
marcel lajos breuer,0.0,0.0,0.0
marcel marceau,0.0,0.125,-0.125
marcel proust,0.0,0.0,0.0
marcello malpighi,0.0,0.0,0.0
march king,0.0,0.0,0.0
marchantia,0.0,0.0,0.0
marchantiaceae,0.0,0.0,0.0
marchantiales,0.0,0.0,0.0
marche,0.0,0.0,0.0
marches,0.0,0.0,0.0
marciano,0.0,0.0,0.0
marco polo,0.0,0.0,0.0
marconi,0.0,0.0,0.0
marcus annius verus,0.0,0.0,0.0
marcus antonius,0.0,0.0,0.0
marcus aurelius,0.0,0.0,0.0
marcus aurelius antoninus,0.0,0.0,0.0
marcus aurelius valerius maximianus,0.0,0.0,0.0
marcus cocceius nerva,0.0,0.0,0.0
marcus iunius brutus,0.0,0.0,0.0
marcus junius brutus,0.0,0.0,0.0
marcus terentius varro,0.0,0.0,0.0
marcus tullius cicero,0.0,0.0,0.0
marcus ulpius traianus,0.0,0.0,0.0
marcus vipsanius agrippa,0.0,0.0,0.0
marcus whitman,0.0,0.0,0.0
marcuse,0.0,0.0,0.0
mardi gras,0.0,0.0,0.0
marduk,0.0,0.0,0.0
mare,0.0,0.0,0.0
marem,0.0,0.0,0.0
maret,0.0,0.0,0.0
marga,0.0,0.0,0.0
margaret court,0.0,0.0,0.0
margaret higgins sanger,0.0,0.0,0.0
margaret hilda thatcher,0.0,0.0,0.0
margaret mead,0.0,0.0,0.0
margaret mitchell,0.0,0.0,0.0
margaret munnerlyn mitchell,0.0,0.0,0.0
margaret sanger,0.0,0.0,0.0
margaret thatcher,0.0,0.0,0.0
margarete gertrud zelle,0.0,0.0,0.0
margaretha geertruida zelle,0.0,0.0,0.0
margarin,0.0,0.0,0.0
margasatwa,0.0,0.375,-0.375
margin,0.0,0.0,0.0
marguerite radclyffe hall,0.0,0.0,0.0
mari,0.0,0.0,0.0
maria,0.0,0.0,0.0
maria antoinette,0.0,0.0,0.0
maria callas,0.0,0.0,0.0
maria luigi carlo zenobio cherubini,0.0,0.0,0.0
maria magdalena,0.0,0.25,-0.25
maria meneghini callas,0.0,0.0,0.0
maria mitchell,0.0,0.0,0.0
maria montesorri,0.0,0.0,0.0
maria tallchief,0.0,0.0,0.0
marian anderson,0.0,0.0,0.0
marianne craig moore,0.0,0.0,0.0
marianne moore,0.0,0.0,0.0
marie antoinette,0.0,0.0,0.0
marie charlotte carmichael stopes,0.0,0.0,0.0
marie curie,0.0,0.0,0.0
marie dolores eliza rosanna gilbert,0.0,0.0,0.0
marie goeppert mayer,0.0,0.0,0.0
marie grosholtz,0.0,0.0,0.0
marie henri beyle,0.0,0.0,0.0
marie jean antoine nicolas caritat,0.0,0.0,0.0
marie jeanne becu,0.0,0.0,0.0
marie louise elisabeth vigee-lebrun,0.0,0.0,0.0
marie stopes,0.0,0.0,0.0
marie tussaud,0.0,0.0,0.0
mariehamn,0.0,0.0,0.0
marikh,0.0,0.0,0.0
marilyn horne,0.0,0.0,0.0
marilyn monroe,0.0,0.0,0.0
marina,0.0,0.125,-0.125
marini,0.125,0.0,0.125
marini burhan,0.125,0.0,0.125
marini sardi,0.125,0.0,0.125
marini suryosumarno,0.125,0.0,0.125
marinir,0.0,0.0,0.0
marino,0.125,0.0,0.125
mario vargas llosa,0.0,0.0,0.0
maritim,0.0,0.0,0.0
maritime provinces,0.0,0.0,0.0
maritimes,0.0,0.0,0.0
marjinalisasi,0.0,0.0,0.0
mark,0.0,0.0,0.0
mark anthony,0.0,0.0,0.0
mark antony,0.0,0.0,0.0
mark clark,0.0,0.0,0.0
mark hopkins,0.0,0.0,0.0
mark rothko,0.0,0.0,0.0
mark tobey,0.0,0.0,0.0
mark twain,0.0,0.0,0.0
mark wayne clark,0.0,0.0,0.0
marka,0.0,0.0,0.0
markah,0.0,0.0,0.0
markas,0.0,0.0,0.0
markisa,0.0,0.0,0.0
markoff,0.0,0.0,0.0
markov,0.0,0.0,0.0
markova,0.0,0.0,0.0
marks,0.0,0.0,0.0
"marks, rusia",0.0,0.0,0.0
markus antonius,0.0,0.0,0.0
markus yunius brutus,0.0,0.0,0.0
marlene dietrich,0.0,0.0,0.0
marley,0.0,0.0,0.0
marlowe,0.0,0.0,0.0
marmar,0.0,0.0,0.0
marmer,0.0,0.0,0.0
marmora,0.0,0.0,0.0
marmot,0.0,0.0,0.0
marmut,0.0,0.0,0.0
maroc,0.0,0.0,0.0
maroko,0.0,0.0,0.0
marquand,0.0,0.0,0.0
marquette,0.0,0.0,0.0
marquis,0.0,0.0,0.0
marrakech,0.0,0.0,0.0
marrakesh,0.0,0.0,0.0
marruecos,0.0,0.0,0.0
mars,0.0,0.0,0.0
marsala,0.0,0.0,0.0
marseille,0.0,0.0,0.0
marseilles,0.0,0.0,0.0
marselha,0.0,0.0,0.0
marsh,0.0,0.0,0.0
marshal saxe,0.0,0.0,0.0
marshal tito,0.0,0.0,0.0
marshall,0.0,0.0,0.0
marshall erwin rommel,0.0,0.0,0.0
marshall islands,0.0,0.0,0.0
marshall plan,0.0,0.0,0.0
marsilea,0.0,0.0,0.0
marsileaceae,0.0,0.0,0.0
marsionisme,0.0,0.0,0.0
marstan,0.0,0.0,0.0
marta brigit nilsson,0.0,0.0,0.0
martabat,0.5,0.0,0.5
martha beatrice potter webb,0.0,0.0,0.0
martha graham,0.0,0.0,0.0
martha jane burk,0.0,0.0,0.0
martha jane burke,0.0,0.0,0.0
marti,0.0,0.0,0.0
martial,0.0,0.0,0.0
martin,0.0,0.0,0.0
martin buber,0.0,0.0,0.0
martin cline,0.0,0.0,0.0
martin heidegger,0.0,0.0,0.0
martin heinrich klaproth,0.0,0.0,0.0
martin luther,0.0,0.0,0.0
martin luther king,0.0,0.0,0.0
martin luther king jr.,0.0,0.0,0.0
martin scorsese,0.0,0.0,0.0
martin v,0.0,0.0,0.0
martin van buren,0.0,0.0,0.0
martina navratilova,0.0,0.0,0.0
martini,0.0,0.0,0.0
martinik,0.0,0.0,0.0
martinique,0.0,0.0,0.0
martinus v,0.0,0.0,0.0
martyniaceae,0.0,0.75,-0.75
marut,0.0,0.0,0.0
marvell,0.125,0.0,0.125
marvin neil simon,0.0,0.0,0.0
marx,0.0,0.0,0.0
marx bersaudara,0.0,0.0,0.0
marx brothers,0.0,0.0,0.0
mary,0.0,0.0,0.0
mary ann evans,0.25,0.125,0.125
mary ashton rice livermore,0.0,0.0,0.0
mary augusta arnold ward,0.0,0.0,0.0
mary baker eddy,0.0,0.0,0.0
mary douglas leakey,0.0,0.0,0.0
mary flannery o’connor,0.0,0.0,0.0
mary godwin wollstonecraft shelley,0.0,0.0,0.0
mary harris,0.0,0.0,0.0
mary harris jones,0.0,0.0,0.0
mary i,0.0,0.0,0.0
mary leakey,0.0,0.0,0.0
mary leontyne price,0.0,0.0,0.0
mary magdalen,0.0,0.25,-0.25
mary magdalene,0.0,0.25,-0.25
mary mallon,0.0,0.0,0.0
mary martin,0.0,0.0,0.0
mary morse baker eddy,0.0,0.0,0.0
mary pickford,0.0,0.0,0.0
mary shelley,0.0,0.0,0.0
mary stuart,0.0,0.0,0.0
mary tudor,0.0,0.0,0.0
mary westmacott,0.125,0.0,0.125
mary wollstonecraft,0.0,0.0,0.0
mary wollstonecraft godwin,0.0,0.0,0.0
mary wollstonecraft shelley,0.0,0.0,0.0
"mary, turkmenistan",0.0,0.0,0.0
marya sklodowska,0.0,0.0,0.0
maryland,0.0,0.0,0.0
marzipan,0.125,0.0,0.125
mas,0.0,0.125,-0.125
masa,0.75,0.0,0.75
masa anak-anak,0.0,0.0,0.0
masa dewasa,0.0,0.0,0.0
masa hindia belanda,0.0,0.0,0.0
masa inkubasi,0.0,0.0,0.0
masa kanak-kanak,0.0,0.0,0.0
masa kini,0.25,0.0,0.25
masa lalu,0.0,0.0,0.0
masa paskah,0.125,0.0,0.125
masa peralihan,0.25,0.125,0.125
masa percobaan,0.0,0.0,0.0
masa puber,0.0,0.0,0.0
masa remaja,0.375,0.0,0.375
masa senggang,0.0,0.0,0.0
masa tua,0.125,0.5,-0.375
masak,0.25,0.0,0.25
masakan,0.0,0.625,-0.625
masalah,0.0,0.625,-0.625
masam,0.0,0.75,-0.75
masefield,0.125,0.0,0.125
maser,0.0,0.0,0.0
maseru,0.0,0.0,0.0
masgul,0.125,0.75,-0.625
mashhad,0.0,0.0,0.0
mashriq,0.0,0.0,0.0
masih,0.125,0.5,-0.375
masih hijau,0.0,0.0,0.0
masin,0.0,0.75,-0.75
masing-masing,0.25,0.0,0.25
masinis,0.0,0.0,0.0
masir,0.0,0.0,0.0
masjid,0.0,0.0,0.0
maskara,0.125,0.0,0.125
maskawin,0.0,0.0,0.0
maskot,0.0,0.0,0.0
mason,0.0,0.0,0.0
mason city,0.0,0.0,0.0
masoud,0.0,0.0,0.0
masqat,0.0,0.0,0.0
massa,0.25,0.125,0.125
massachusetts,0.0,0.0,0.0
massachusetts bay colony,0.0,0.0,0.0
massalia,0.0,0.0,0.0
massasoit,0.0,0.0,0.0
massaua,0.0,0.0,0.0
massawa,0.0,0.0,0.0
massenet,0.0,0.0,0.0
massif central,0.0,0.0,0.0
massine,0.0,0.0,0.0
mastektomi,0.0,0.0,0.0
masters,0.375,0.0,0.375
mastitis,0.0,0.375,-0.375
mastodon,0.0,0.0,0.0
masturbasi,0.125,0.0,0.125
masuk,0.125,0.0,0.125
masuk akal,0.75,0.0,0.75
masuk angin,0.0,0.0,0.0
masukan,0.0,0.0,0.0
masuni,0.0,0.0,0.0
masyarakat,0.0,0.0,0.0
masyarakat internasional kesadaran kresna,0.0,0.0,0.0
masyarakat internasional kesadaran krishna,0.0,0.0,0.0
masyarakat minoan,0.0,0.0,0.0
masyhad,0.0,0.0,0.0
masyhur,0.375,0.0,0.375
mat,0.0,0.0,0.0
mata,0.125,0.0,0.125
mata air,0.0,0.0,0.0
mata duitan,0.375,0.0,0.375
mata hari,0.0,0.0,0.0
mata jala,0.0,0.0,0.0
mata kail,0.0,0.0,0.0
mata kaki,0.0,0.0,0.0
mata pelajaran,0.0,0.0,0.0
mata pisau,0.25,0.0,0.25
mata rantai,0.0,0.0,0.0
mata uang,0.0,0.0,0.0
mata-mata,0.0,0.25,-0.25
matador,0.0,0.0,0.0
matahari,0.125,0.0,0.125
matahari masuk,0.0,0.0,0.0
matamoros,0.0,0.0,0.0
matan,0.0,0.0,0.0
matang,0.25,0.0,0.25
matematika,0.0,0.0,0.0
matematikawan,0.0,0.0,0.0
matematis,0.0,0.0,0.0
materai,0.5,0.0,0.5
materi,0.0,0.0,0.0
materialis,0.375,0.0,0.375
materialisme,0.25,0.125,0.125
mathew b. brady,0.0,0.0,0.0
mathias,0.0,0.0,0.0
mati,0.0,0.75,-0.75
mati haid,0.0,0.0,0.0
mati hitam,0.0,0.0,0.0
mati lemas,0.0,0.25,-0.25
mati pucuk,0.0,0.5,-0.5
mati rasa,0.0,0.375,-0.375
mati suri,0.0,0.25,-0.25
mati syahid,0.0,0.0,0.0
matine,0.125,0.0,0.125
matisse,0.0,0.0,0.0
matius,0.0,0.0,0.0
matoaka,0.0,0.0,0.0
matra,0.0,0.0,0.0
matras,0.0,0.0,0.0
matriks,0.0,0.0,0.0
matterhorn,0.0,0.0,0.0
matthew,0.0,0.0,0.0
matthew arnold,0.0,0.0,0.0
matthew calbraith perry,0.0,0.0,0.0
matthew flinders,0.0,0.0,0.0
matthias schleiden,0.0,0.0,0.0
maturitas,0.0,0.0,0.0
mau,0.125,0.5,-0.375
maud gonne,0.0,0.0,0.0
maugham,0.0,0.0,0.0
maujud,0.625,0.25,0.375
mauldin,0.0,0.0,0.0
maulid,0.0,0.0,0.0
mauna kea,0.0,0.0,0.0
mauna loa,0.0,0.0,0.0
maundy thursday,0.0,0.0,0.0
maung,0.0,0.875,-0.875
maupassant,0.0,0.0,0.0
maureen catherine connolly,0.0,0.0,0.0
mauriac,0.0,0.0,0.0
maurice barrymore,0.0,0.0,0.0
maurice chevalier,0.0,0.0,0.0
maurice hugh frederick wilkins,0.0,0.0,0.0
maurice ravel,0.0,0.0,0.0
maurice utrillo,0.0,0.0,0.0
maurice wilkins,0.0,0.0,0.0
mauritania,0.0,0.0,0.0
mauritanie,0.0,0.0,0.0
mauritius,0.0,0.0,0.0
maurois,0.0,0.0,0.0
mauser,0.0,0.0,0.0
mausoleum,0.0,0.0,0.0
maut,0.0,0.0,0.0
mawar,0.0,0.0,0.0
mawas,0.0,0.375,-0.375
mawlamyine,0.0,0.0,0.0
max beerbohm,0.0,0.0,0.0
max born,0.0,0.0,0.0
max bruch,0.0,0.0,0.0
max delbruck,0.0,0.0,0.0
max ernst,0.0,0.0,0.0
max f. perutz,0.0,0.0,0.0
max ferdinand perutz,0.0,0.0,0.0
max karl ernst ludwig planck,0.0,0.0,0.0
max muller,0.0,0.0,0.0
max perutz,0.0,0.0,0.0
max planck,0.0,0.0,0.0
max weber,0.0,0.0,0.0
maxfield frederick parrish,0.0,0.0,0.0
maxfield parrish,0.0,0.0,0.0
maxim,0.0,0.0,0.0
maxim gorki,0.0,0.0,0.0
maximian,0.0,0.0,0.0
maximianus,0.0,0.0,0.0
maximilian weber,0.0,0.0,0.0
maximilien paul emile littre,0.0,0.0,0.0
maxwell,0.0,0.0,0.0
maxwell anderson,0.0,0.0,0.0
maya,0.0,0.5,-0.5
maya lin,0.0,0.0,0.0
mayacaceae,0.0,0.0,0.0
mayakovski,0.0,0.0,0.0
mayat,0.0,0.0,0.0
mayday,0.0,0.0,0.0
mayenne,0.0,0.0,0.0
"mayenne, mayenne",0.0,0.0,0.0
mayer,0.0,0.0,0.0
mayflower,0.0,0.0,0.0
mayones,0.0,0.125,-0.125
mayor,0.0,0.0,0.0
mayoritas,0.0,0.0,0.0
mays,0.0,0.0,0.0
mazari sharif,0.0,0.0,0.0
mazatlan,0.0,0.0,0.0
mazbah,0.0,0.0,0.0
mazhab,0.0,0.0,0.0
mazmur,0.0,0.0,0.0
mazzini,0.0,0.0,0.0
mbabane,0.0,0.0,0.0
mbeya,0.0,0.0,0.0
me,0.0,0.0,0.0
mead,0.0,0.0,0.0
meade,0.0,0.0,0.0
meany,0.0,0.0,0.0
mebel,0.0,0.0,0.0
medali,0.0,0.0,0.0
medalion,0.0,0.0,0.0
medan,0.0,0.0,0.0
medan listrik,0.0,0.0,0.0
medan magnet,0.0,0.0,0.0
medan perang,0.0,0.0,0.0
medan pertempuran,0.0,0.0,0.0
medawar,0.0,0.0,0.0
medea,0.0,0.0,0.0
medeia,0.0,0.0,0.0
medellin,0.0,0.0,0.0
"medellin, cebu",0.0,0.0,0.0
medford,0.0,0.0,0.0
medgar evers,0.0,0.0,0.0
medgar wiley evers,0.0,0.0,0.0
media,0.0,0.0,0.0
median,0.0,0.0,0.0
mediastinum,0.0,0.0,0.0
mediator,0.0,0.0,0.0
medicare,0.0,0.0,0.0
medikus,0.0,0.0,0.0
medina,0.0,0.0,0.0
medis,0.25,0.125,0.125
medit,0.0,0.625,-0.625
meditasi,0.125,0.0,0.125
medium,0.0,0.25,-0.25
medok,0.0,0.0,0.0
medusa,0.0,0.0,0.0
mega,0.0,0.0,0.0
megafon,0.0,0.0,0.0
megah,0.75,0.0,0.75
megaira,0.0,0.0,0.0
megak,0.375,0.125,0.25
megalit,0.0,0.0,0.0
megalitikum,0.0,0.0,0.0
megalomania,0.0,0.5,-0.5
megalopolis,0.0,0.0,0.0
megar,0.125,0.0,0.125
mehemet ali,0.0,0.0,0.0
mei,0.0,0.0,0.0
meiji tenno,0.0,0.0,0.0
meiosis,0.0,0.0,0.0
meir,0.0,0.0,0.0
meissner,0.0,0.0,0.0
meister eckhart,0.0,0.0,0.0
meitner,0.0,0.0,0.0
meja,0.0,0.0,0.0
meja tulis,0.0,0.0,0.0
mekah,0.0,0.0,0.0
mekanik,0.0,0.0,0.0
mekanika,0.0,0.0,0.0
mekanis,0.0,0.0,0.0
mekanisasi,0.25,0.0,0.25
mekanisme,0.0,0.0,0.0
mekap,0.0,0.0,0.0
mekar,0.125,0.0,0.125
mekong,0.0,0.0,0.0
meksiko,0.0,0.0,0.0
mel,0.0,0.0,0.0
mel columcille gerard gibson,0.0,0.0,0.0
mel gibson,0.0,0.0,0.0
melabang,0.125,0.375,-0.25
melabrak,0.0,0.625,-0.625
melabuhkan,0.125,0.0,0.125
melabur,0.0,0.0,0.0
melacak,0.0,0.25,-0.25
melacur,0.375,0.0,0.375
melacurkan,0.0,0.0,0.0
melacut,0.375,0.0,0.375
meladeni,0.75,0.0,0.75
melafalkan,0.125,0.0,0.125
melagak,0.375,0.25,0.125
melagakkan,0.0,0.125,-0.125
melagu,0.125,0.0,0.125
melagukan,0.0,0.0,0.0
melahap,0.375,0.0,0.375
melahirkan,0.25,0.0,0.25
melainkan,0.625,0.0,0.625
melajang,0.0,0.5,-0.5
melajukan,0.0,0.0,0.0
melaknatkan,0.0,0.75,-0.75
melakonkan,0.0,0.5,-0.5
melaksanakan,0.375,0.0,0.375
melakukan,0.0,0.5,-0.5
melakurkan,0.0,0.0,0.0
melalah,0.125,0.0,0.125
melalaikan,0.125,0.0,0.125
melalak,0.0,0.0,0.0
melalap,0.0,0.5,-0.5
melalau,0.0,0.375,-0.375
melalui,0.0,0.0,0.0
melamar,0.0,0.0,0.0
melambai,0.0,0.0,0.0
melambai-lambai,0.0,0.0,0.0
melambangkan,0.25,0.0,0.25
melambatkan,0.0,0.125,-0.125
melambuk,0.0,0.5,-0.5
melambung,0.75,0.0,0.75
melambungkan,0.0,0.0,0.0
melambungkan bola,0.0,0.0,0.0
melamin,0.0,0.0,0.0
melampas,0.125,0.0,0.125
melampau,0.0,0.75,-0.75
melampaui,0.0,0.5,-0.5
melampiaskan,0.375,0.0,0.375
melampiri,0.125,0.0,0.125
melampirkan,0.125,0.0,0.125
melampung,0.0,0.0,0.0
melamun,0.125,0.0,0.125
melanang,0.0,0.0,0.0
melancarkan,0.375,0.0,0.375
melanchthon,0.0,0.0,0.0
melanchton,0.0,0.0,0.0
melancong,0.0,0.0,0.0
melancung,0.0,0.875,-0.875
melancungkan,0.0,0.875,-0.875
melancur,0.0,0.0,0.0
melanda,0.0,0.875,-0.875
melandai,0.0,0.0,0.0
melandas,0.0,0.0,0.0
melandau,0.125,0.25,-0.125
melandung,0.125,0.0,0.125
melanesia,0.0,0.0,0.0
melanggar,0.0,0.375,-0.375
melanggungkan,0.0,0.0,0.0
melangit,0.125,0.0,0.125
melangkah,0.0,0.75,-0.75
